Suburb,Rooms,Type,SellerG,Bedrooms,Bathroom,Garage,Landsize,YearBuilt,CouncilArea,Regionname,Price
Heidelberg West,3,h,William,3,1,0,593,1950,Banyule,Eastern Metropolitan,726500
Highett,2,u,Hodges,2,1,1,105,1970,Bayside,Southern Metropolitan,645000
Hillside,5,h,YPA,5,2,2,615,2007,Melton,Western Metropolitan,650500
Huntingdale,3,h,Ray,3,2,2,321,2005,Monash,Southern Metropolitan,750000
Jacana,4,h,YPA,4,1,1,692,1960,Hume,Northern Metropolitan,650000
Jacana,2,t,YPA,2,1,1,165,1995,Hume,Northern Metropolitan,390000
Keilor Downs,3,h,Brad,3,2,2,749,1979,Brimbank,Western Metropolitan,735000
Keilor East,2,t,Whiting,2,2,2,62,2014,Moonee Valley,Western Metropolitan,520000
Keilor Lodge,4,h,Barry,4,2,1,729,1987,Brimbank,Western Metropolitan,640000
Kew East,2,u,Jellis,2,1,1,1011,1970,Boroondara,Southern Metropolitan,862000
Keysborough,4,h,Barry,4,1,2,680,1970,Greater Dandenong,South-Eastern Metropolitan,761000
Kings Park,3,h,YPA,3,1,1,532,1975,Brimbank,Western Metropolitan,530000
Lalor,4,h,Ray,4,2,4,544,2008,Whittlesea,Northern Metropolitan,750000
Maidstone,1,u,McGrath,1,1,1,3826,2009,Maribyrnong,Western Metropolitan,280000
Maidstone,3,t,Rendina,3,2,2,262,2004,Maribyrnong,Western Metropolitan,895000
Melton,4,h,Raine,4,2,1,547,1986,Melton,Western Victoria,320000
Melton,3,h,PRDNationwide,3,1,2,900,1980,Melton,Western Victoria,480000
Mernda,4,h,Harcourts,4,2,2,512,2012,Whittlesea,Northern Metropolitan,670000
Mill Park,2,u,Love,2,1,1,241,2000,Whittlesea,Northern Metropolitan,460000
Mitcham,3,h,Noel,3,1,2,608,1975,Whitehorse,Eastern Metropolitan,950000
Mitcham,3,t,Noel,3,2,1,263,2016,Whitehorse,Eastern Metropolitan,970000
Montmorency,3,h,Ray,3,2,3,382,1970,Banyule,Eastern Metropolitan,655000
Moonee Ponds,4,h,Jellis,4,2,2,431,1894,Moonee Valley,Western Metropolitan,1810000
Mount Waverley,3,h,McGrath,3,2,2,402,1960,Monash,Eastern Metropolitan,1205000
Mount Waverley,3,h,Ray,3,1,2,807,1970,Monash,Eastern Metropolitan,1385000
Mount Waverley,3,h,Fletchers,3,1,2,1028,1965,Monash,Eastern Metropolitan,2000000
Narre Warren,3,h,Only,3,2,2,731,1972,Casey,South-Eastern Metropolitan,655000
Newport,2,h,Williams,2,1,2,120,2011,Hobsons Bay,Western Metropolitan,710000
Nunawading,4,h,Fletchers,4,2,3,596,1975,Whitehorse,Eastern Metropolitan,1100000
Nunawading,3,h,Fletchers,3,1,0,738,1954,Whitehorse,Eastern Metropolitan,926000
Oak Park,2,t,Nelson,2,1,1,182,2015,Moreland,Northern Metropolitan,610000
Ormond,1,u,Ray,1,1,1,1006,2010,Glen Eira,Southern Metropolitan,454000
Parkdale,3,t,Obrien,3,2,2,298,1995,Kingston,South-Eastern Metropolitan,1000000
Parkdale,3,h,Thomson,3,2,2,445,1997,Kingston,South-Eastern Metropolitan,820000
Pascoe Vale,5,h,Jellis,5,3,3,681,1960,Moreland,Northern Metropolitan,1501000
Pascoe Vale,4,h,Brad,4,2,3,555,1950,Moreland,Northern Metropolitan,780000
Point Cook,5,h,Reliance,5,2,2,571,2011,Wyndham,Western Metropolitan,660000
Port Melbourne,4,h,Lucas,4,3,2,210,2010,Port Phillip,Southern Metropolitan,2450000
Reservoir,3,h,RW,3,1,4,614,1960,Darebin,Northern Metropolitan,840000
Reservoir,2,t,Nelson,2,2,1,138,2014,Darebin,Northern Metropolitan,668500
Richmond,2,u,Biggin,2,2,2,180,1940,Yarra,Northern Metropolitan,890500
Ringwood East,2,u,Barry,2,1,2,217,1985,Maroondah,Eastern Metropolitan,560000
Rowville,5,h,Harcourts,5,2,2,733,1986,Knox,South-Eastern Metropolitan,870000
Seaford,3,u,O'Brien,3,2,2,264,2002,Frankston,South-Eastern Metropolitan,572000
Seddon,2,h,Village,2,1,1,152,1910,Maribyrnong,Western Metropolitan,850000
South Morang,4,h,Millership,4,2,2,505,2009,Whittlesea,Northern Metropolitan,600000
Springvale,3,h,iSell,3,1,2,623,1950,Greater Dandenong,South-Eastern Metropolitan,752500
St Albans,3,h,Bells,3,1,2,614,1975,Brimbank,Western Metropolitan,565000
St Albans,3,h,YPA,3,1,2,563,1989,Brimbank,Western Metropolitan,610000
St Kilda,1,u,Woodards,1,1,0,980,1920,Port Phillip,Southern Metropolitan,517500
St Kilda,2,u,Rounds,2,1,1,881,1993,Port Phillip,Southern Metropolitan,365000
Strathmore,2,h,Nelson,2,1,1,184,1990,Moonee Valley,Western Metropolitan,646000
Sunbury,4,h,Raine,4,2,2,613,2011,Hume,Western Metropolitan,580000
Sunbury,3,h,Raine,3,1,2,466,1985,Hume,Western Metropolitan,420000
Sunbury,3,h,YPA,3,3,1,852,1960,Hume,Western Metropolitan,650000
Surrey Hills,3,h,Jellis,3,1,9,841,1960,Whitehorse,Southern Metropolitan,2100000
Surrey Hills,3,h,Fletchers,3,2,1,385,1993,Whitehorse,Southern Metropolitan,1385000
Tarneit,3,h,Purplebricks,3,2,2,407,2010,Wyndham,Western Metropolitan,526000
Taylors Hill,4,h,YPA,4,2,2,724,2002,Melton,Western Metropolitan,605500
Templestowe Lower,5,h,hockingstuart,5,4,2,968,1970,Manningham,Eastern Metropolitan,1705000
Thornbury,4,h,Jellis,4,3,2,530,2016,Darebin,Northern Metropolitan,2070000
Vermont,3,t,Noel,3,2,2,260,2004,Whitehorse,Eastern Metropolitan,917000
Viewbank,3,h,Miles,3,2,2,331,2001,Banyule,Eastern Metropolitan,905000
Werribee,3,h,Ray,3,2,2,658,1984,Wyndham,Western Metropolitan,510000
West Footscray,3,h,Jas,3,1,2,422,1950,Maribyrnong,Western Metropolitan,845000
Wyndham Vale,3,h,hockingstuart,3,1,2,743,1990,Wyndham,Western Metropolitan,480000
Yarraville,3,h,Jas,3,3,6,668,1990,Maribyrnong,Western Metropolitan,1240000
Albert Park,3,h,Greg,3,2,1,165,1890,Port Phillip,Southern Metropolitan,2500000
Albion,3,h,hockingstuart,3,1,3,716,1955,Brimbank,Western Metropolitan,787000
Alphington,4,h,Kay,4,2,3,580,1930,Darebin,Northern Metropolitan,2220000
Altona,2,u,hockingstuart,2,1,1,132,1980,Hobsons Bay,Western Metropolitan,540000
Armadale,3,h,Marshall,3,1,0,256,1910,Stonnington,Southern Metropolitan,2385000
Ascot Vale,3,h,Biggin,3,3,1,382,2008,Moonee Valley,Western Metropolitan,1500000
Ashburton,4,t,hockingstuart,4,3,2,510,2013,Boroondara,Southern Metropolitan,1655000
Ashburton,4,h,Jellis,4,2,2,604,1930,Boroondara,Southern Metropolitan,2405000
Avondale Heights,5,h,Moonee,5,2,1,570,1950,Moonee Valley,Western Metropolitan,945000
Bayswater,5,h,Noel,5,2,2,992,1970,Knox,Eastern Metropolitan,930000
Bayswater,3,h,Biggin,3,2,1,509,1980,Knox,Eastern Metropolitan,700000
Bayswater,4,t,Ray,4,3,2,304,1970,Knox,Eastern Metropolitan,860000
Beaumaris,2,h,Hodges,2,1,4,633,1960,Bayside,Southern Metropolitan,1470000
Bentleigh,4,t,Buxton,4,2,2,293,2012,Glen Eira,Southern Metropolitan,1200000
Bentleigh East,4,h,Gary,4,1,2,722,1955,Glen Eira,Southern Metropolitan,1460000
Bentleigh East,3,t,hockingstuart,3,2,2,244,2000,Glen Eira,Southern Metropolitan,935000
Bentleigh East,4,h,hockingstuart,4,2,2,426,2014,Glen Eira,Southern Metropolitan,1620000
Bentleigh East,4,h,Buxton,4,2,2,604,1950,Glen Eira,Southern Metropolitan,1580000
Black Rock,2,u,Chisholm,2,1,2,206,1970,Bayside,Southern Metropolitan,767000
Blackburn,4,h,Jellis,4,3,4,696,1950,Whitehorse,Eastern Metropolitan,1695000
Blackburn North,4,t,Noel,4,2,1,296,1950,Whitehorse,Eastern Metropolitan,990000
Bonbeach,3,h,Ray,3,2,2,407,1970,Kingston,South-Eastern Metropolitan,836000
Boronia,4,h,Appleby,4,2,2,820,1975,Knox,Eastern Metropolitan,780000
Boronia,4,h,Barry,4,1,3,730,1975,Knox,Eastern Metropolitan,783000
Briar Hill,2,u,Morrison,2,1,1,318,1980,Banyule,Eastern Metropolitan,637000
Brighton,3,h,Biggin,3,1,3,284,1970,Bayside,Southern Metropolitan,1175000
Brighton,3,h,RT,3,2,1,385,1940,Bayside,Southern Metropolitan,1935000
Brighton,3,u,Buxton,3,1,1,164,1970,Bayside,Southern Metropolitan,897000
Brighton East,5,h,Hodges,5,3,2,645,1990,Bayside,Southern Metropolitan,2000000
Brunswick,3,h,Nelson,3,2,0,251,1890,Moreland,Northern Metropolitan,1435000
Brunswick,2,h,Nelson,2,1,1,234,1910,Moreland,Northern Metropolitan,1315000
Brunswick,2,h,Nelson,2,1,1,134,1970,Moreland,Northern Metropolitan,730000
Brunswick,2,h,Nelson,2,1,1,61,2007,Moreland,Northern Metropolitan,700000
Brunswick,2,h,Nelson,2,1,1,240,1995,Moreland,Northern Metropolitan,920000
Brunswick,2,t,Jellis,2,2,1,77,2007,Moreland,Northern Metropolitan,765000
Brunswick,4,h,Woodards,4,1,2,678,1900,Moreland,Northern Metropolitan,1400000
Brunswick East,2,h,Nelson,2,1,2,173,1890,Moreland,Northern Metropolitan,1105000
Burwood,2,u,Buxton,2,1,1,251,1975,Whitehorse,Southern Metropolitan,700000
Burwood East,4,h,Barry,4,2,2,599,1960,Whitehorse,Eastern Metropolitan,1032000
Cairnlea,4,h,Sweeney,4,2,2,638,2009,Brimbank,Western Metropolitan,821000
Camberwell,4,h,Jellis,4,2,2,984,1930,Boroondara,Southern Metropolitan,3050000
Canterbury,2,u,Fletchers,2,1,1,116,1960,Boroondara,Southern Metropolitan,850000
Carnegie,3,h,hockingstuart,3,2,2,602,1970,Glen Eira,Southern Metropolitan,1570000
Carnegie,3,u,Woodards,3,2,2,750,1984,Glen Eira,Southern Metropolitan,1275000
Carnegie,3,h,Gary,3,2,2,430,1938,Glen Eira,Southern Metropolitan,1435000
Carnegie,2,u,Ray,2,1,2,158,1970,Glen Eira,Southern Metropolitan,620000
Caroline Springs,3,h,Barry,3,1,3,406,2005,Melton,Western Metropolitan,600000
Carrum,2,u,Buxton,2,1,1,199,1970,Kingston,South-Eastern Metropolitan,529000
Carrum,4,h,Buxton,4,2,2,633,1930,Kingston,South-Eastern Metropolitan,845000
Chadstone,2,h,Buxton,2,1,1,218,1980,Monash,Southern Metropolitan,674000
Chelsea,2,u,hockingstuart,2,1,1,506,2011,Kingston,South-Eastern Metropolitan,525000
Chelsea,3,h,Ray,3,2,2,534,1975,Kingston,South-Eastern Metropolitan,840000
Cheltenham,2,t,Ray,2,1,2,359,1991,Kingston,Southern Metropolitan,745000
Cheltenham,3,h,O'Brien,3,1,4,605,1960,Kingston,Southern Metropolitan,1240000
Clayton,3,h,Buxton,3,1,2,725,1970,Monash,South-Eastern Metropolitan,1300000
Coburg,3,t,Nelson,3,1,1,64,2011,Moreland,Northern Metropolitan,690000
Coburg,3,h,Raine,3,2,2,737,1930,Moreland,Northern Metropolitan,1600000
Coburg North,3,h,Brad,3,1,2,479,1980,Moreland,Northern Metropolitan,690000
Collingwood,2,u,Raine,2,2,2,3701,2005,Yarra,Northern Metropolitan,561000
Collingwood,2,h,Jellis,3,2,1,108,2005,Yarra,Northern Metropolitan,1025000
Craigieburn,4,h,@Realty,4,2,3,854,1950,Hume,Northern Metropolitan,725000
Craigieburn,4,h,Ray,4,2,2,480,2012,Hume,Northern Metropolitan,667000
Dandenong,3,h,Ray,3,1,2,624,1970,Greater Dandenong,South-Eastern Metropolitan,678000
Dandenong North,3,h,C21,3,1,1,530,1970,Greater Dandenong,South-Eastern Metropolitan,595000
Dandenong North,2,u,Barry,2,1,1,141,1980,Greater Dandenong,South-Eastern Metropolitan,305000
Dingley Village,3,h,Buxton,3,2,2,533,1980,Kingston,South-Eastern Metropolitan,816000
Doncaster,4,h,Barry,4,4,2,1072,1960,Manningham,Eastern Metropolitan,2600000
Doncaster,3,h,Woodards,3,1,2,647,1965,Manningham,Eastern Metropolitan,1360000
Doncaster,5,h,Barry,5,2,2,757,1980,Manningham,Eastern Metropolitan,1600000
Doncaster East,4,h,Jellis,4,2,2,785,1980,Manningham,Eastern Metropolitan,1662000
Doveton,3,h,O'Brien,3,1,1,700,1960,Casey,South-Eastern Metropolitan,545000
Eaglemont,2,u,Nelson,2,1,1,112,1960,Banyule,Eastern Metropolitan,750000
Elsternwick,2,u,Gary,2,1,1,1764,1970,Glen Eira,Southern Metropolitan,975000
Elwood,2,u,McGrath,2,1,1,1210,1968,Port Phillip,Southern Metropolitan,480000
Elwood,1,u,Chisholm,1,1,1,1192,2009,Port Phillip,Southern Metropolitan,420000
Elwood,2,u,Chisholm,2,1,1,887,1973,Port Phillip,Southern Metropolitan,695500
Epping,3,h,R&H,3,1,4,699,1988,Whittlesea,Northern Metropolitan,540000
Epping,3,h,Harcourts,3,1,2,606,1975,Whittlesea,Northern Metropolitan,620000
Epping,4,h,Harcourts,4,2,2,469,2010,Whittlesea,Northern Metropolitan,650000
Essendon,3,h,Nelson,3,2,2,203,2016,Moonee Valley,Western Metropolitan,1025000
Essendon,3,h,Rendina,3,2,1,276,1910,Moonee Valley,Western Metropolitan,1320000
Essendon,3,u,Nelson,3,2,1,138,1982,Moonee Valley,Western Metropolitan,786000
Essendon,5,h,Brad,5,3,2,590,1880,Moonee Valley,Western Metropolitan,2210000
Fawkner,3,h,Nelson,3,2,2,400,1960,Moreland,Northern Metropolitan,700000
Fawkner,3,h,Ray,3,1,2,603,1960,Moreland,Northern Metropolitan,712000
Fawkner,3,h,hockingstuart,3,1,2,621,1960,Moreland,Northern Metropolitan,775000
Flemington,4,h,Nelson,4,2,2,616,1888,Moonee Valley,Northern Metropolitan,2268000
Frankston,3,h,O'Brien,3,1,2,593,1960,Frankston,South-Eastern Metropolitan,700000
Frankston North,3,h,Ray,3,1,0,624,1962,Frankston,Eastern Victoria,452000
Glen Iris,3,h,J,3,1,2,554,1925,Boroondara,Southern Metropolitan,1890000
Glen Waverley,4,h,Harcourts,4,1,2,655,1970,Monash,Eastern Metropolitan,1750000
Glen Waverley,2,u,Ray,2,1,1,258,1980,Monash,Eastern Metropolitan,1100000
Glenroy,3,h,Purplebricks,3,1,2,649,1955,Moreland,Northern Metropolitan,695000
Greensborough,3,h,Ray,3,2,1,610,1970,Banyule,Northern Metropolitan,817000
Greenvale,3,h,Barry,3,2,1,650,1990,Hume,Northern Metropolitan,680000
Greenvale,5,h,Barry,5,3,5,1750,1990,Hume,Northern Metropolitan,1170000
Greenvale,5,h,RW,5,4,5,602,2001,Hume,Northern Metropolitan,830000
Hadfield,3,h,Brad,3,1,2,676,1960,Moreland,Northern Metropolitan,827000
Hallam,3,h,Jim,3,1,2,795,1970,Casey,South-Eastern Metropolitan,680000
Hawthorn,3,u,Peter,3,1,1,1396,1965,Boroondara,Southern Metropolitan,690000
Hawthorn,2,u,Jellis,2,1,1,2267,1930,Boroondara,Southern Metropolitan,1022000
Hawthorn,5,h,RT,5,2,5,820,1971,Boroondara,Southern Metropolitan,5510000
Hawthorn,4,h,Kay,4,2,2,371,1890,Boroondara,Southern Metropolitan,3335000
Hawthorn,2,h,Marshall,2,2,2,460,1958,Boroondara,Southern Metropolitan,1790000
Hawthorn East,3,h,Jellis,3,2,1,282,1890,Boroondara,Southern Metropolitan,1875000
Hawthorn East,4,h,RT,4,2,2,528,1980,Boroondara,Southern Metropolitan,2320000
Hawthorn East,3,t,Jellis,3,2,2,265,2010,Boroondara,Southern Metropolitan,1465000
Heathmont,3,t,Philip,3,2,2,173,2009,Maroondah,Eastern Metropolitan,701000
Heidelberg Heights,3,h,Miles,3,1,1,592,1960,Banyule,Eastern Metropolitan,885000
Hillside,3,h,Brad,3,2,1,453,1997,Melton,Western Metropolitan,485000
Hoppers Crossing,3,h,hockingstuart,3,2,1,557,1971,Wyndham,Western Metropolitan,555500
Ivanhoe,3,h,Nelson,3,2,2,334,2005,Banyule,Eastern Metropolitan,1300000
Ivanhoe East,3,h,Miles,3,2,1,805,1930,Banyule,Eastern Metropolitan,2525000
Keilor Park,3,h,Nelson,3,1,2,647,1975,Brimbank,Western Metropolitan,670000
Kensington,2,h,Nelson,2,1,0,165,1930,Melbourne,Northern Metropolitan,990000
Kew,2,u,Lindellas,2,1,1,1037,1960,Boroondara,Southern Metropolitan,630000
Kew,2,u,Nelson,2,1,1,710,1960,Boroondara,Southern Metropolitan,672000
Kew East,4,h,Jellis,4,2,3,794,1950,Boroondara,Southern Metropolitan,2162000
Kew East,3,h,Jellis,3,2,4,753,1937,Boroondara,Southern Metropolitan,2260000
Keysborough,4,h,C21,4,2,1,624,1969,Greater Dandenong,South-Eastern Metropolitan,745000
Kingsbury,4,h,Purplebricks,4,1,2,467,1970,Darebin,Northern Metropolitan,800001
Lalor,3,h,Ray,3,1,2,589,1975,Whittlesea,Northern Metropolitan,521000
Malvern East,3,h,Marshall,3,2,2,580,1930,Stonnington,Southern Metropolitan,1780000
Maribyrnong,2,u,Brad,2,2,2,37000,2004,Maribyrnong,Western Metropolitan,585000
Maribyrnong,4,h,Biggin,4,2,2,238,2007,Maribyrnong,Western Metropolitan,1085000
Melton South,4,h,Raine,4,2,1,766,1980,Melton,Western Victoria,355000
Melton West,5,h,Raine,5,2,2,666,1976,Melton,Northern Victoria,355000
Mentone,3,h,hockingstuart,3,1,2,530,1980,Kingston,South-Eastern Metropolitan,885000
Middle Park,3,h,Cayzer,3,1,0,207,1890,Port Phillip,Southern Metropolitan,2010000
Middle Park,6,h,Marshall,6,4,2,472,1915,Port Phillip,Southern Metropolitan,5600000
Mill Park,4,h,Harcourts,3,2,1,808,1980,Whittlesea,Northern Metropolitan,732000
Mill Park,4,h,Harcourts,4,2,3,649,1985,Whittlesea,Northern Metropolitan,720000
Mill Park,3,h,LJ,3,1,2,526,1985,Whittlesea,Northern Metropolitan,556500
Montmorency,3,u,Nelson,3,1,2,280,1987,Banyule,Eastern Metropolitan,569000
Moonee Ponds,3,h,McDonald,3,2,2,596,1950,Moonee Valley,Western Metropolitan,1850000
Moonee Ponds,2,h,Barry,2,1,0,251,1980,Moonee Valley,Western Metropolitan,760000
Moorabbin,3,h,Woodards,3,2,2,347,1955,Kingston,Southern Metropolitan,1090500
Mooroolbark,5,h,Max,5,2,2,1254,1980,Yarra Ranges,Eastern Victoria,872000
Mooroolbark,3,h,Fletchers,3,2,2,947,1978,Yarra Ranges,Eastern Victoria,730000
Mordialloc,4,t,hockingstuart,4,2,2,312,2004,Kingston,South-Eastern Metropolitan,1170000
Mount Waverley,2,u,Ray,2,1,1,173,1970,Monash,Eastern Metropolitan,572000
Mount Waverley,3,t,McGrath,3,2,2,297,2001,Monash,Eastern Metropolitan,1011000
Niddrie,4,h,Barry,4,2,2,650,1955,Moonee Valley,Western Metropolitan,1337000
North Melbourne,2,h,JMRE,2,1,0,102,1900,Melbourne,Northern Metropolitan,970000
Northcote,3,h,Nelson,3,1,1,352,1900,Darebin,Northern Metropolitan,1232000
Oak Park,4,h,Nelson,4,2,2,697,1960,Moreland,Northern Metropolitan,1138000
Oakleigh East,2,h,Ray,2,1,1,703,1960,Monash,Southern Metropolitan,1114000
Oakleigh East,3,u,Buxton,3,1,1,211,2004,Monash,Southern Metropolitan,740000
Oakleigh South,4,h,Buxton,4,2,2,564,1975,Kingston,South-Eastern Metropolitan,1120000
Ormond,1,u,Thomson,1,1,1,821,1975,Glen Eira,Southern Metropolitan,280000
Parkdale,3,h,Buxton,3,2,2,627,1950,Kingston,South-Eastern Metropolitan,1315000
Parkville,3,u,Woodards,3,2,1,2431,1999,Melbourne,Northern Metropolitan,1770000
Port Melbourne,2,u,Cayzer,2,2,1,1472,2010,Port Phillip,Southern Metropolitan,665000
Prahran,3,h,Jellis,3,2,0,145,1880,Stonnington,Southern Metropolitan,1400000
Preston,5,h,hockingstuart,5,2,2,558,1925,Darebin,Northern Metropolitan,1400000
Preston,4,h,Love,4,1,2,540,1965,Darebin,Northern Metropolitan,830000
Preston,3,h,Love,3,1,2,470,1930,Darebin,Northern Metropolitan,881000
Preston,3,u,Nelson,3,1,1,234,1995,Darebin,Northern Metropolitan,660000
Preston,3,h,McGrath,3,1,2,349,1940,Darebin,Northern Metropolitan,945000
Preston,3,h,Nelson,3,2,2,515,1920,Darebin,Northern Metropolitan,1210000
Preston,3,h,Nelson,3,1,1,345,1950,Darebin,Northern Metropolitan,970000
Preston,3,h,Barry,3,1,2,590,1950,Darebin,Northern Metropolitan,725000
Preston,3,h,Nelson,3,1,1,448,1930,Darebin,Northern Metropolitan,972500
Preston,3,h,Nelson,3,1,1,263,2000,Darebin,Northern Metropolitan,955000
Princes Hill,3,h,Nelson,3,1,0,204,1910,Yarra,Northern Metropolitan,1900000
Reservoir,5,h,Nelson,5,2,2,601,1990,Darebin,Northern Metropolitan,1266000
Reservoir,3,h,hockingstuart,3,1,1,325,1930,Darebin,Northern Metropolitan,857700
Reservoir,3,t,Barry,3,2,2,160,2010,Darebin,Northern Metropolitan,642500
Richmond,3,h,Jellis,3,1,1,163,1990,Yarra,Northern Metropolitan,1301000
Richmond,2,u,Biggin,2,1,1,407,1960,Yarra,Northern Metropolitan,575000
Ringwood East,4,h,Fletchers,4,1,2,669,1965,Maroondah,Eastern Metropolitan,910000
Ringwood East,4,h,Real,4,1,1,833,1960,Maroondah,Eastern Metropolitan,1200000
Roxburgh Park,3,h,Ray,3,2,2,255,1996,Hume,Northern Metropolitan,425000
Sandringham,4,t,Hodges,4,2,2,604,1940,Bayside,Southern Metropolitan,2300000
Sandringham,3,h,Buxton,3,2,0,398,1920,Bayside,Southern Metropolitan,1710000
Sandringham,4,t,McGrath,4,2,2,381,2000,Bayside,Southern Metropolitan,2221000
Seabrook,3,h,LJ,3,1,2,531,1985,Hobsons Bay,Western Metropolitan,515000
Seaford,3,h,Harcourts,3,1,2,648,1960,Frankston,South-Eastern Metropolitan,540000
Seaholme,3,h,Sweeney,3,2,6,663,1970,Hobsons Bay,Western Metropolitan,1360000
Seddon,3,h,Biggin,3,1,0,198,1910,Maribyrnong,Western Metropolitan,1180000
South Kingsville,3,h,McGrath,3,2,2,334,2003,Hobsons Bay,Western Metropolitan,790000
South Melbourne,2,u,Greg,2,1,1,1646,2012,Port Phillip,Southern Metropolitan,530000
South Morang,4,h,Harcourts,4,3,2,624,2005,Whittlesea,Northern Metropolitan,915000
South Morang,3,h,Harcourts,3,2,4,492,2007,Whittlesea,Northern Metropolitan,644000
South Morang,5,h,Ray,5,5,3,700,2010,Whittlesea,Northern Metropolitan,905000
South Yarra,2,h,Castran,2,2,1,187,1890,Melbourne,Southern Metropolitan,2210000
South Yarra,3,h,Kay,3,1,1,136,1993,Stonnington,Southern Metropolitan,1400000
Southbank,1,u,MICM,1,1,1,63,2010,Melbourne,Southern Metropolitan,422000
Strathmore,2,h,Considine,2,2,1,213,1990,Moonee Valley,Western Metropolitan,790000
Sunbury,3,h,Brad,3,2,2,600,1980,Hume,Western Metropolitan,410000
Surrey Hills,2,u,HAR,2,1,2,193,1970,Whitehorse,Southern Metropolitan,740000
Taylors Hill,3,h,Barry,3,2,2,666,2005,Melton,Western Metropolitan,680000
Taylors Lakes,3,h,Barry,3,2,2,665,1990,Brimbank,Western Metropolitan,695000
Templestowe,3,h,Jellis,3,2,2,809,1975,Manningham,Eastern Metropolitan,1350000
Templestowe Lower,4,t,Jellis,4,3,2,332,2013,Manningham,Eastern Metropolitan,1010000
Thomastown,3,h,Harcourts,3,2,2,545,1983,Whittlesea,Northern Metropolitan,740000
Thornbury,4,h,Jellis,4,1,2,495,1925,Darebin,Northern Metropolitan,1626000
Toorak,2,u,hockingstuart,2,1,1,713,1975,Stonnington,Southern Metropolitan,682000
Vermont,3,t,iProperty,3,2,2,277,2016,Whitehorse,Eastern Metropolitan,820000
Watsonia North,3,h,Barry,3,2,1,253,2005,Banyule,Northern Metropolitan,655000
Werribee,3,h,Triwest,3,1,0,700,1950,Wyndham,Western Metropolitan,472000
Werribee,3,h,hockingstuart,3,2,1,268,2008,Wyndham,Western Metropolitan,467000
Werribee,3,h,Hayeswinckle,3,1,2,530,1987,Wyndham,Western Metropolitan,390000
West Footscray,3,h,Village,3,2,1,342,1920,Maribyrnong,Western Metropolitan,1155000
West Footscray,3,h,Biggin,3,2,3,380,1945,Maribyrnong,Western Metropolitan,1100000
Westmeadows,3,h,Barry,3,1,2,532,1975,Hume,Northern Metropolitan,540000
Wheelers Hill,4,h,Harcourts,4,2,3,800,1968,Monash,South-Eastern Metropolitan,1171000
Williamstown,4,h,hockingstuart,4,2,1,448,1998,Hobsons Bay,Western Metropolitan,1900000
Yallambie,5,h,Barry,5,3,2,617,2012,Banyule,Northern Metropolitan,1670000
Yarraville,2,h,Jas,2,1,0,150,1900,Maribyrnong,Western Metropolitan,950000
Abbotsford,2,u,hockingstuart,2,1,1,601,1970,Yarra,Northern Metropolitan,480000
Abbotsford,2,u,Jellis,2,1,1,2379,2013,Yarra,Northern Metropolitan,750000
Airport West,3,t,Brad,3,1,2,242,2010,Moonee Valley,Western Metropolitan,730000
Albion,4,h,Bells,4,2,1,604,1950,Brimbank,Western Metropolitan,820000
Altona,3,u,Sweeney,3,2,1,284,1988,Hobsons Bay,Western Metropolitan,670000
Altona,3,t,Williams,3,2,2,200,2007,Hobsons Bay,Western Metropolitan,765000
Altona North,3,h,hockingstuart,3,1,4,559,1950,Hobsons Bay,Western Metropolitan,870000
Armadale,4,h,Kay,4,4,2,847,1935,Stonnington,Southern Metropolitan,3200000
Ascot Vale,4,h,Rendina,4,2,1,360,1910,Moonee Valley,Western Metropolitan,1750000
Ascot Vale,4,h,Nelson,4,1,3,165,1910,Moonee Valley,Western Metropolitan,1400000
Ashwood,4,h,Jellis,4,3,3,726,1958,Monash,Southern Metropolitan,1680000
Ashwood,3,h,Purplebricks,3,2,2,280,1990,Monash,Southern Metropolitan,860000
Avondale Heights,3,h,Moonee,3,1,1,585,1965,Moonee Valley,Western Metropolitan,750000
Balwyn,3,h,Ray,3,2,2,752,1938,Boroondara,Southern Metropolitan,2380000
Balwyn,1,h,hockingstuart,1,1,1,678,2016,Boroondara,Southern Metropolitan,2100000
Balwyn,4,h,RT,4,4,2,613,2009,Boroondara,Southern Metropolitan,3050000
Balwyn North,3,t,RT,3,2,2,292,2010,Boroondara,Southern Metropolitan,1557000
Balwyn North,4,h,Jellis,4,1,1,1138,1950,Boroondara,Southern Metropolitan,2050000
Bayswater,2,u,Schroeder,2,1,1,418,1970,Knox,Eastern Metropolitan,520000
Bayswater,4,h,Biggin,4,1,10,993,1966,Knox,Eastern Metropolitan,925000
Bayswater North,3,h,Ray,3,2,0,586,1999,Maroondah,Eastern Metropolitan,616000
Bentleigh,4,h,hockingstuart,4,4,2,673,1935,Glen Eira,Southern Metropolitan,2700000
Bentleigh,3,h,hockingstuart,3,1,2,278,1930,Glen Eira,Southern Metropolitan,1116000
Bentleigh East,3,h,hockingstuart,3,1,1,636,1958,Glen Eira,Southern Metropolitan,1316000
Bentleigh East,3,h,Buxton,3,1,3,581,1940,Glen Eira,Southern Metropolitan,1525000
Bentleigh East,4,h,hockingstuart,4,2,2,566,1950,Glen Eira,Southern Metropolitan,1330000
Berwick,4,h,C21,4,2,2,563,1995,Casey,Eastern Victoria,608500
Blackburn North,4,h,Noel,4,2,1,797,1960,Whitehorse,Eastern Metropolitan,1280000
Briar Hill,2,h,Barry,2,1,1,598,1985,Banyule,Eastern Metropolitan,710500
